Date,Author,Title (Item),Periodical Title,Language 1,Author Country 1,Author Country 2,Publisher,city,country,Pub Location,Genre,ISBN,Number of Pages,Original Publication Date,Original Pub Language,Original Language Title,Original Language Publisher,Translator Name,Cover Photo URL,Wikipedia URL
2012,"Hillhouse, Joanne C.",Oh Gad!,,English,Antigua & Barbuda,,Strebor Books,"Largo, FL",United States,"Largo, FL, United States",Fiction (Novel),978-1-59309-391-4,432,2012,,,,,,https://en.wikipedia.org/wiki/Joanne_C._Hillhouse
2014,"Hillhouse, Joanne C.",Oh Gad!,,English,Antigua & Barbuda,,Strebor Books,"Largo, FL",United States,"Largo, FL, United States",Fiction (Novel),978-1-59309-392-1,,2014,,,,,,https://en.wikipedia.org/wiki/Joanne_C._Hillhouse
2014,"Hillhouse, Joanne C.",Musical Youth,,English,Antigua & Barbuda,,CaribbeanReads Publishing,"Fairfax, VA",United States,"Fairfax, VA, United States",Fiction (Novel),,120,2014,,,,,,https://en.wikipedia.org/wiki/Joanne_C._Hillhouse
2017,"Hillhouse, Joanne C.",Lost! A Caribbean Sea Adventure,,English,Antigua & Barbuda,Trinidad & Tobago,CaribbeanReads Publishing,"Fairfax, VA",United States,"Fairfax, VA, United States",Fiction (Novel),978-0-9992372-1-2,32,2017,,,,,,https://en.wikipedia.org/wiki/Joanne_C._Hillhouse
2017,"Hillhouse, Joanne C.",Lost! A Caribbean Sea Adventure,,English,Antigua & Barbuda,Trinidad & Tobago,CaribbeanReads Publishing,"Fairfax, VA",United States,"Fairfax, VA, United States",Fiction (Novel),,17,2017,,,,,,https://en.wikipedia.org/wiki/Joanne_C._Hillhouse
2022,"Hillhouse, Joanne C.",The Jungle Outside: Band 11/Lime,,English,Antigua & Barbuda,Trinidad & Tobago,HarperCollins,Glasgow,Scotland,"Glasgow, Scotland",Fiction (Novel),,32,2022,,,,,,https://en.wikipedia.org/wiki/Joanne_C._Hillhouse
2016,"Hillhouse, Joanne C.",With Grace,,English,Antigua & Barbuda,,Little Bell Caribbean,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-1-934370-62-9,48,2016,,,,,,https://en.wikipedia.org/wiki/Joanne_C._Hillhouse
1966,"Hinds, Donald",Journey To An Illusion: The West Indian In Britain,,English,Jamaica,,Heinemann,London,England,"London, England",Nonfiction Book,,232,1966,,,,,,https://en.wikipedia.org/wiki/Donald_Hinds
2016,"Hinkson, Joy",The Bolt Of Light,,English,Barbados,,Caribbean Print Technologies Limited,San Juan,Trinidad & Tobago,"San Juan, Trinidad & Tobago",Fiction (Novel),978-976-95813-4-0,,2016,,,,,,NA
1980,"Hippolyte, Kendel",Island In The Sun-Side 2,,English,St. Lucia,,University of the West Indies Etra Mural Department,The Morne,St. Lucia,"The Morne, St. Lucia",Poetry Collection,,,1980,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
1993,"Hippolyte, Kendel",The Labyrinth,,English,St. Lucia,,The Source,"New York, NY",United States,"New York, NY, United States",Poetry Collection,978-976-8036-01-8,,1993,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
1986,"Hippolyte, Kendel",Bearings,,English,St. Lucia,,Hippolyte,Castries,St. Lucia,"Castries, St. Lucia",Poetry Collection,978-976-8036-00-1,,1986,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
1980,"Hippolyte, Kendel","Island In The Sun, Side Two",,English,St. Lucia,,University of the West Indies Etra Mural Department,Castries,St. Lucia,"Castries, St. Lucia",Poetry Collection,,,1980,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
2014,"Hippolyte, Kendel",Night Vision,,English,St. Lucia,,Peepal Tree Press,Leeds,England,"Leeds, England",Poetry Collection,978-1-84523-235-1,,2006,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
2006,"Hippolyte, Kendel",Night Vision,,English,St. Lucia,,Northwestern University Press,"Evanston, IL",United States,"Evanston, IL, United States",Poetry Collection,978-0-8101-5162-8,,2006,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
2018,"Hippolyte, Kendel",Avocado,Griffith REVIEW,English,St. Lucia,,Griffith Review,Melbourne,Australia,"Melbourne, Australia",Poem,,,2018,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
1994,"Hippolyte, Kendel",Three Sonnets For Mister Kent,massreview The Massachusetts Review,English,St. Lucia,,The Massachusetts Review,"Amherst, MA",United States,"Amherst, MA, United States",Poetry Collection,,,1994,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
2005,"Hippolyte, Kendel",Going,Callaloo,English,St. Lucia,,Project Muse,"Baltimore, MD",United States,"Baltimore, MD, United States",Poetry Collection,,,2005,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
1994,"Hippolyte, Kendel",Castries,massreview The Massachusetts Review,English,St. Lucia,,The Massachusetts Review,"Amherst, MA",United States,"Amherst, MA, United States",Poetry Collection,,,1994,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
2012,"Hippolyte, Kendel",Fault Lines,,English,St. Lucia,,Peepal Tree Press,Leeds,England,"Leeds, England",Poetry Collection,978-1-84523-194-1,,2012,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
2014,"Hippolyte, Kendel",Sent Lisi: Poems And Art Of Saint Lucia,,English,St. Lucia,,Cultural Development Foundation,Castries,St. Lucia,"Castries, St. Lucia",Anthology,978-976-8118-06-6,,2014,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
1988,"Hippolyte, Kendel",Confluence: Nine St. Lucian Poets,,English,St. Lucia,,The Source,Castries,St. Lucia,"Castries, St. Lucia",Anthology,,,1988,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
2019,"Hippolyte, Kendel",Wordplanting,,English,St. Lucia,,Peepal Tree Press,Leeds,England,"Leeds, England",Poetry Collection,978-1-84523-435-5,,2019,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
1993,"Hippolyte, Kendel",The Labyrinth,,English,St. Lucia,,Unique Printers,San Fernando,Trinidad & Tobago,"San Fernando, Trinidad & Tobago",Poetry Collection,978-976-8036-01-8,,1993,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
1997,"Hippolyte, Kendel",Birthright,,English,St. Lucia,,Peepal Tree press,Leeds,England,"Leeds, England",Poetry Collection,978-0-948833-93-9 978-0-948833-95-3,,1997,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
1986,"Hippolyte, Kendel",Bearings,,English,St. Lucia,,Hippolyte,Castries,St. Lucia,"Castries, St. Lucia",Poetry Collection,978-976-8036-00-1,,1986,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
1980,"Hippolyte, Kendel",Island In The Sun-Side 2,,English,St. Lucia,,University of the West Indies Extra Mural Dept.,Castries,St. Lucia,"Castries, St. Lucia",Poetry Collection,,,1980,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
2005,"Hippolyte, Kendel",Night Vision,,English,St. Lucia,,Northwestern University Press,"Evanston, IL",United States,"Evanston, IL, United States",Poetry Collection,978-0-8101-5162-8 978-0-8101-5163-5,,2005,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
2014,"Hippolyte, Kendel",Night Vision,,English,St. Lucia,,Peepal Tree Press,Leeds,England,"Leeds, England",Poetry Collection,978-1-84523-235-1,,2014,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
2006,"Hippolyte, Kendel",Night Vision,,English,St. Lucia,,Northwestern University Press,"Evanston, IL",United States,"Evanston, IL, United States",Poetry Collection,978-0-8101-5162-8,,2006,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
2019,"Hippolyte, Kendel",Wordplanting,,English,St. Lucia,,Peepal Tree Press,Leeds,England,"Leeds, England",Poetry Collection,,,2019,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
1997,"Hippolyte, Kendel",Birthright,,English,St. Lucia,,Peepal Tree Press,Leeds,England,"Leeds, England",Poetry Collection,,,1997,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
2006,"Hippolyte, Kendel",Night Vision: Poems,,English,St. Lucia,,TriQuarterly,"Evanston, IL",United States,"Evanston, IL, United States",Poetry Collection,,,2006,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
2012,"Hippolyte, Kendel",Fault Lines,,English,St. Lucia,,Peepal Tree Press,Leeds,England,"Leeds, England",Poetry Collection,,,2012,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
1980,"Hippolyte, Kendel; Henry, Melchoir",Pulse: A Collection Of Essays By St. Lucian Writers,,English,St. Lucia,Germany,The Source,Castries,St. Lucia,"Castries, St. Lucia",Anthology,,,1980,,,,,,https://en.wikipedia.org/wiki/Kendel_Hippolyte
1981,"Hodge, Merle","Crick Crack, Monkey",,English,Trinidad & Tobago,,Heinemann,London,England,"London, England",Fiction (Novel),978-0-435-98401-4,128,1981,,,,,,https://en.wikipedia.org/wiki/Merle_Hodge
1973,"Hodge, Merle","Crick Crack, Monkey",,English,Trinidad & Tobago,,Deutsch,London,England,"London, England",Fiction (Novel),,128,1973,,,,,,https://en.wikipedia.org/wiki/Merle_Hodge
1982,"Hodge, Merle","Crick Crack, Monkey",,French,Trinidad & Tobago,,Éditions Karthala,Paris,France,"Paris, France",Fiction (Novel),,128,1982,,,,"Asselos-Cherdieu, Alice",,https://en.wikipedia.org/wiki/Merle_Hodge
1979,"Honychurch, Lennox",Green Triangles And Other Poems,,English,Dominica,,Lennox Honychurch,Roseau,Dominica,"Roseau, Dominica",Poetry Collection,,,1979,,,,,,https://en.wikipedia.org/wiki/Lennox_Honychurch
2011,"Honychurch, Lennox",The Archaeology Of Dominica,,English,Dominica,,Lennox Honychurch,Roseau,Dominica,"Roseau, Dominica",Nonfiction Book,,,2011,,,,,,https://en.wikipedia.org/wiki/Lennox_Honychurch
2014,"Honychurch, Lennox",Negre Mawon: The Fighting Maroons Of Dominica,,English,Dominica,,Island Heritage Initiatives,Portsmouth,Dominica,"Portsmouth, Dominica",Nonfiction Book,,,2014,,,,,,https://en.wikipedia.org/wiki/Lennox_Honychurch
2019,"Honychurch, Lennox",In The Forests Of Freedom: The Fighting Maroons Of Dominica,,English,Dominica,,University Press of Mississippi,Jackson,United States,"Jackson, United States",Nonfiction Book,978-1-4968-2176-8 978-1-4968-2325-0,,2019,,,,,,https://en.wikipedia.org/wiki/Lennox_Honychurch
2013,"Honychurch, Lennox",Dominica's Cabrits And Prince Rupert's Bay,,English,Dominica,,Island Heritage Initiatives,Portsmouth,Dominica,"Portsmouth, Dominica",Nonfiction Book,,,2013,,,,,,https://en.wikipedia.org/wiki/Lennox_Honychurch
1983,"Honychurch, Lennox",Cabrits And Prince Ruperts Bay,,English,Dominica,,Dominica Institute for the Arts,Roseau,Dominica,"Roseau, Dominica",Nonfiction Book,,,1983,,,,,,https://en.wikipedia.org/wiki/Lennox_Honychurch
1982,"Honychurch, Lennox",The Cabrits And Prince Rupert's Bay: History & Nature Notes,,English,Dominica,,Dominica Institute for the Arts,Roseau,Dominica,"Roseau, Dominica",Nonfiction Book,,,1982,,,,,,https://en.wikipedia.org/wiki/Lennox_Honychurch
1986,"Honychurch, Lennox",Caribbean Landmarks: Historic Events And Sites,,English,Dominica,,Nelson Caribbean,Walton-on-Thames,England,"Walton-on-Thames, England",Nonfiction Book,978-0-17-566343-9,,1986,,,,,,https://en.wikipedia.org/wiki/Lennox_Honychurch
1987,"Honychurch, Lennox",Our Island Culture,,English,Dominica,,Dominican National Cultural Council,Roseau,Dominica,"Roseau, Dominica",Nonfiction Book,,,1987,,,,,,https://en.wikipedia.org/wiki/Lennox_Honychurch
1984,"Honychurch, Lennox",The Dominica Story: A History Of The Island,,English,Dominica,,Dominica Institute for the Arts,Roseau,Dominica,"Roseau, Dominica",Nonfiction Book,,,1984,,,,,,https://en.wikipedia.org/wiki/Lennox_Honychurch
1975,"Honychurch, Lennox",The Dominica Story: A History Of The Island,,English,Dominica,,Macmillan Publishers,"New York, NY",United States,"New York, NY, United States",Nonfiction Book,,,1975,,,,,,https://en.wikipedia.org/wiki/The_Dominica_Story
1988,"Honychurch, Lennox; Caudeiron, Mabel",Our Island Culture,,English,Dominica,Dominica,Dominican National Cultural Council,Roseau,Dominica,"Roseau, Dominica",Nonfiction Book,,,1988,,,,,,https://en.wikipedia.org/wiki/Lennox_Honychurch
1982,"Honychurch, Lennox; Caudeiron, Mabel",Our Island Culture,,English,Dominica,Dominica,Dominican National Cultural Council,Roseau,Dominica,"Roseau, Dominica",Nonfiction Book,,,1982,,,,,,https://en.wikipedia.org/wiki/Lennox_Honychurch
1984,"Honychurch, Lennox; Caudeiron, Mabel",Our Island Culture,,English,Dominica,Dominica,Dominican National Cultural Council,Roseau,Dominica,"Roseau, Dominica",Nonfiction Book,,,1984,,,,,,https://en.wikipedia.org/wiki/Lennox_Honychurch
2012,"Hopkinson, Nalo","Report From Planet Midnight Plus ""Message In A Bottle"" And ""Shift"" And ""Correcting The Balance"" Outspoken Interview",,English,Jamaica,,PM Press,Oakland,United States,"Oakland, United States",Fiction (Short Story Collection),978-1-60486-759-6,,2012,,,,,,https://en.wikipedia.org/wiki/Nalo_Hopkinson
2014,"Hopkinson, Nalo",Midnight Robber,,English,Jamaica,,Aspect,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-446-59003-7,,2014,,,,,,https://en.wikipedia.org/wiki/Midnight_Robber
2012,"Hopkinson, Nalo",Brown Girl In The Ring,,English,Jamaica,,Grand Central Publishing,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-1-4555-7479-7,,2012,,,,,,https://en.wikipedia.org/wiki/Brown_Girl_in_the_Ring_(novel)
1998,"Hopkinson, Nalo",Brown Girl In The Ring,,English,Jamaica,,Grand Central Publishing,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),,,1998,,,,,,"https://en.wikipedia.org/wiki/Brown_Girl_in_the_Ring_(novel)#:~:text=Brown%20Girl%20in%20the%20Ring%20is%20a%201998%20novel%20written,Warner%20Aspect%20First%20Novel%20Contest."
2018,"Hopkinson, Nalo",The Salt Roads,,English,Jamaica,,Tantor Media,Old Saybrook,United States,"Old Saybrook, United States",Fiction (Novel),978-1-977309-25-9,,2018,,,,,,https://en.wikipedia.org/wiki/The_Salt_Roads
2006,"Hopkinson, Nalo",Skin Folk: Short Stories,,English,Jamaica,,Literature Alive,Toronto,Canada,"Toronto, Canada",Fiction (Short Story Collection),,,,,,,,,https://en.wikipedia.org/wiki/Nalo_Hopkinson
2019,"Hopkinson, Nalo; Gaiman, Neil",House Of Whispers. Volume 1,,English,Jamaica,,Panini Comics,Modena,Italy,"Modena, Italy",Fiction (Novel),978-1-4012-9135-8,,2019,,,,,,https://en.wikipedia.org/wiki/Nalo_Hopkinson
2020,"Hopkinson, Nalo; Watters, Dan",House Of Whispers. Volume 2,,English,Jamaica,,Vertigo,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),,,2020,,,,,,https://en.wikipedia.org/wiki/Nalo_Hopkinson
2020,"Hopkinson, Nalo; Watters, Dan","House Of Whispers. Volume 3, Issue 13-22",,English,Jamaica,,DC Comics,Burbank,United States,"Burbank, United States",Fiction (Novel),978-1-77950-432-6,,2020,,,,,,https://en.wikipedia.org/wiki/Nalo_Hopkinson
2016,"Horne, Gerald","Confronting Black Jacobins: The U.S., The Haitian Revolution, And The Origins Of The Dominican Republic",,English,United States,,New York Monthly Review Press,"New York, NY",United States,"New York, NY, United States",Nonfiction Book,978-1-58367-562-5 978-1-58367-563-2,,2016,,,,,,https://en.wikipedia.org/wiki/Gerald_Horne
1925,"Husband, Joseph",The Citadel Or The Ring Of Dessalines,Planters' Punch,English,France,,Planters' Punch,Kingston,Jamaica,"Kingston, Jamaica",Fiction (Novel),,,1925,,,,,,NA
2004,"Imoja, Nailah Folami",Pick Of The Crop: A Novella,,English,Barbados,Britain,Heinemann,Oxford,England,"Oxford, England",Fiction (Novella),978-0-435-98966-8,,2004,,,,,,NA
2021,"Infante, Guillermo Cabrera",Three Trapped Tigers,,Chinese,Cuba,,Sichuan People's Publishing House,Chengdu,China,"Chengdu, China",Fiction (Novel),978-7-220-12367-2,635,2021,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
1989,"Infante, Guillermo Cabrera",Trois Tristes Tigres,,French,Cuba,,Gallimard,Paris,France,"Paris, France",Fiction (Novel),978-2-07-071522-0,,1989,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
1998,"Infante, Guillermo Cabrera",Dans La Paix Comme Dans La Guerre,,French,Cuba,,Gallimard,Paris,France,"Paris, France",Fiction (Short Story Collection),978-2-07-075053-5,,1998,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
1962,"Infante, Guillermo Cabrera",Dans La Paix Comme Dans La Guerre,,French,Cuba,,Gallimard,Paris,France,"Paris, France",Fiction (Short Story Collection),978-2-07-016264-2,236,1962,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
2003,"Infante, Guillermo Cabrera",Le Miroir Qui Parle: Nouvelles Presque Complètes,,French,Cuba,,Gallimard,Paris,France,"Paris, France",Fiction (Novel),978-2-07-076058-9,300,2003,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
2003,"Infante, Guillermo Cabrera",Premières Lueurs Du Jour Sous Les Tropiques,,French,Cuba,,Mille et une nuits,Paris,France,"Paris, France",Nonfiction Book,978-2-84205-744-2,176,2003,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
2012,"Infante, Guillermo Cabrera",Coupable D'avoir Dansé Le Cha-Cha-Cha,,French,Cuba,,The Folio Society,Paris,France,"Paris, France",Fiction (Novel),978-2-07-013623-0,,2012,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
1999,"Infante, Guillermo Cabrera",Coupable D'avoir Dansé Le Cha-Cha-Cha,,French,Cuba,,Gallimard,Paris,France,"Paris, France",Fiction (Novel),978-2-07-074719-1,120,1999,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
2021,"Infante, Guillermo Cabrera",La Nymphe Inconstante,,French,Cuba,,Arthaud,Paris,France,"Paris, France",Fiction (Novel),978-2-08-148696-6,304,2021,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
1970,"Infante, Guillermo Cabrera",Trois Tristes Tigres,,French,Cuba,,Gallimard,Paris,France,"Paris, France",Fiction (Novel),978-2-07-026879-5,468,1970,,,,,,https://en.wikipedia.org/wiki/Tres_tristes_tigres_(novel)
1981,"Infante, Guillermo Cabrera",Vista Del Amanecer En El Trópico,,Spanish,Cuba,,Seix Barral,Barcelona,Spain,"Barcelona, Spain",Fiction (Novel),978-84-322-0259-9,240,1981,,View of Dawn in the Tropics,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
2021,"Infante, Guillermo Cabrera",O / Exorcismos De Esti(l)o,,Spanish,Cuba,,Debolsillo,Barcelona,Spain,"Barcelona, Spain",Fiction (Short Story Collection),978-84-663-5457-8,,2021,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
2002,"Infante, Guillermo Cabrera",Exrcismo De Estilo Pdl Guillermo Cabrera Infante,,Spanish,Cuba,,Punto de Lectura S.L.,Madrid,Spain,"Madrid, Spain",Fiction (Short Story Collection),978-84-663-0751-2,304,2002,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
2021,"Infante, Guillermo Cabrera",O / Exorcismos De Esti(l)o,,Spanish,Cuba,,Debolsillo,Barcelona,Spain,"Barcelona, Spain",Fiction (Short Story Collection),,472,2021,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
2002,"Infante, Guillermo Cabrera",Exrcismo De Estilo Pdl Guillermo Cabrera Infante,,Spanish,Cuba,,Punto de Lectura S.L.,Madrid,Spain,"Madrid, Spain",Fiction (Short Story Collection),978-84-663-0751-2,304,2002,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
2021,"Infante, Guillermo Cabrera",O / Exorcismos De Esti(l)o,,Spanish,Cuba,,Debolsillo,Barcelona,Spain,"Barcelona, Spain",Fiction (Short Story Collection),,472,2021,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
2021,"Infante, Guillermo Cabrera",Cuerpos Divinos,,Spanish,Cuba,,Debolsillo,Barcelona,Spain,"Barcelona, Spain",Fiction (Novel),,434,2021,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
2021,"Infante, Guillermo Cabrera",Mapa Dibujado Por Un Espía,,Spanish,Cuba,,Debolsillo,Barcelona,Spain,"Barcelona, Spain",Autobiography/Memoir,978-84-663-5649-7,,2021,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
2021,"Infante, Guillermo Cabrera",Mapa Dibujado Por Un Espía,,Spanish,Cuba,,Debolsillo,Barcelona,Spain,"Barcelona, Spain",Autobiography/Memoir,,283,2021,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
2021,"Infante, Guillermo Cabrera",Havana Para Un Infante Difunto,,Spanish,Cuba,,Alfaguara,Madrid,Spain,"Madrid, Spain",Fiction (Novel),,676,2021,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
2021,"Infante, Guillermo Cabrera",Tres Tristes Tigres,,Spanish,Cuba,,Alfaguara,Madrid,Spain,"Madrid, Spain",Fiction (Novel),,491,2021,,,,,,https://en.wikipedia.org/wiki/Tres_tristes_tigres_(novel)
2000,"Infante, Guillermo Cabrera",Havana Para Un Infante Difunto,,Spanish,Cuba,,Seix Barral,Barcelona,Spain,"Barcelona, Spain",Fiction (Novel),,,2000,,,,,,https://en.wikipedia.org/wiki/Guillermo_Cabrera_Infante
2006,"Irizarry, Ylce",Doubly Troubling Narratives,Comparative American Studies,English,Cuba,,Sage Publications,"Thousand Oaks, CA",United States,"Thousand Oaks, CA, United States",Fiction (Short Story Collection),,,2006,,,,,,NA
2005,"Isfahani-Hammond, Alexandra",The Masters And The Slaves: Plantation Relations And Mestizaje In American Imaginaries,,English,United States,,Macmillan Publishers,"New York, NY",United States,"New York, NY, United States",Nonfiction Book,978-1-4039-6563-9,,2005,,,,,,NA
2015,"Jackson, Naomi",The Star Side Of Bird Hill,,English,Barbados,,Penguin Books,London,England,"London, England",Fiction (Novel),978-1-4906-7584-8,,2015,,,,,,NA
1971,"James, C. L. R",Minty Alley,,English,Trinidad & Tobago,,New Beacon Books,London,England,"London, England",Fiction (Novel),978-0-901241-08-5,,1971,,,,,,https://en.wikipedia.org/wiki/Minty_Alley
2017,"James, C. L. R.",Les Jacobins Noirs : Toussaint Louverture Et La Révolution De Saint-Domingue,,French,Trinidad & Tobago,,Éditions Amsterdam,Paris,France,"Paris, France",Biography,978-2-35480-151-9,,2017,,,,"Naville, Pierre",,https://en.wikipedia.org/wiki/C._L._R._James
1936,"James, C. L. R.",Minty Alley,Bocas Lit Fest,English,Trinidad & Tobago,,Allen & Unwin,Crows Nest,Australia,"Crows Nest, Australia",Fiction (Novella),,,1936,,,,,,https://en.wikipedia.org/wiki/Minty_Alley
2016,"James, Cynthia",I Choose Me: The Art of Being A Phenomenally Successful Woman At Home And At Work,,English,Trinidad & Tobago,,Motivational Press,Carlsbad,United States,"Carlsbad, United States",Nonfiction Book,978-1-62865-282-6,,2016,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
1995,"James, Cynthia",La Vega And Other Poems,,English,Trinidad & Tobago,,Cynthia James,Tunapuna,Trinidad & Tonbago,"Tunapuna, Trinidad & Tonbago",Poetry Collection,,,1995,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
1995,"James, Cynthia",Vigil,,English,Trinidad & Tobago,,G.V. Ferguson,Tunapuna,Trinidad & Tonbago,"Tunapuna, Trinidad & Tonbago",Poem,,,1995,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
2007,"James, Cynthia",What Will Set You Free: From Pain To Passion In 7 Weeks,,English,Trinidad & Tobago,,Thornton Publishing : Books to Believe In,Parker,United States,"Parker, United States",Nonfiction Book,978-0-9774761-8-3,,2007,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
2002,"James, Cynthia","The Maroon Narrative: Caribbean Literature In English Across Boundaries, Ethnicities, And Centuries",,English,Trinidad & Tobago,,Heinemann,Portsmouth,United States,"Portsmouth, United States",Nonfiction Book,978-0-325-07099-5,,2002,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
1990,"James, Cynthia","Smoothe Me, Music, Soothe Me: A Collection Of Short Stories",,English,Trinidad & Tobago,,Cynthia James,Tunapuna,Trinidad & Tonbago,"Tunapuna, Trinidad & Tonbago",Fiction (Short Story Collection),,,1990,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
1994,"James, Cynthia",Port of Spain By Night,massreview The Massachusetts Review,English,Trinidad & Tobago,,The Massachusetts Review,"Amherst, MA",United States,"Amherst, MA, United States",Poem,,,1994,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
1994,"James, Cynthia",The Unknown Text,worllitetoda World Literature Today,English,Trinidad & Tobago,,World Literature Today,Norman,United States,"Norman, United States",Poem,,,1994,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
2007,"James, Cynthia","From ""Sapodilla Terrace""",callaloo Callaloo,English,Trinidad & Tobago,,Johns Hopkins University Press,Charles Village,United States,"Charles Village, United States",Fiction (Novel),,,2007,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
2016,"James, Cynthia",I Choose Me,,English,Trinidad & Tobago,,Motivational Press,"Chicago, IL",United States,"Chicago, IL, United States",Nonfiction Book,978-1-5312-8496-1,,2016,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
2020,"James, Cynthia",When Love Comes To Town,,English,Trinidad & Tobago,,Asbury Theological Seminary,Wilmore,United States,"Wilmore, United States",Poem,,,2020,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
2000,"James, Cynthia","Bluejean, A Novel",,English,Trinidad & Tobago,,Green Tree Press,D'Abadie,Trinidad & Tobago,"D'Abadie, Trinidad & Tobago",Fiction (Novel),978-976-8181-00-8,,2000,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
2007,"James, Cynthia","Creative And Cultural Identity In The Work Of Anson Gonzalez: A Study Of Proseleela, Chela Quest, And Crossroads Of Dream As Spiritual And Literary Autobiography : A Paper",,English,Trinidad & Tobago,,New Voices Publishing,Port of Spain,Trinidad & Tobago,"Port of Spain, Trinidad & Tobago",Essay,978-976-609-046-3,,2007,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
1990,"James, Cynthia","Iere, My Love: A Collection Of Poems",,English,Trinidad & Tobago,,NA,NA,NA,"NA, NA",Poetry Collection,,,1990,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
1995,"James, Cynthia",La Vega And Other Poems,,English,Trinidad & Tobago,,G.V. Ferguson,NA,NA,"NA, NA",Poetry Collection,,,1995,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
2006,"James, Cynthia",Sapodilla Terrace,,English,Trinidad & Tobago,,Upfront Publishing,Peterborough,England,"Peterborough, England",Fiction (Novel),,308,2006,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
1995,"James, Cynthia",Vigil,,English,Trinidad & Tobago,,G.V. Ferguson,NA,NA,"NA, NA",Poem,,,1995,,,,,,https://en.wikipedia.org/wiki/C._L._R._James
