authorid,Author,Title,Summary,summary_credit,bookImgId,Pubdate,Language,Publisher,City,Country,Pub_id,Genre,Sub_Genre,Translation,Buy_Link,Read_Link,Listen_Link,Length,lon,lat,PublisherList
jabrathwaite,J. Ashton Brathwaite,The righteous Blackman : Odimumba Kwamdela: also known as J. Ashton Brathwaite.,N/A,,jabrathwaite4,1972,English,21st Century Book,"Toronto, ON",Canada,toronto_on_canada,Poetry Collection,,n,#,https://jamcatalogue.org:83/cgi-bin/koha/opac-detail.pl?biblionumber=249684,#,24,,,
jross,Jacob Ross,The Peepal Tree Book Of Contemporary Caribbean Short Stories,"Since its beginnings 33 years ago, Peepal Tree has published around 45 collections of Caribbean short stories, reinforcing the view that the short story is the Caribbean literary form par excellence. This anthology draws from those collections, plus a few guests, focusing on work written over the past twenty-five years the majority dealing with the recent post-independence period up to the present. Though quality is the ultimate criteria, this anthology is unrivalled in its range across the Anglophone Caribbean and its diasporas, and representative of Caribbean ethnicities, gender and sexual orientations. Stories offer images of the city from ghettos to gated communities, suburbia, villages, the coastal margins. They display a range of contemporary concerns: social fragmentation, political corruption, sexual politics. They display a range of short story genres from satire, gritty realism, magical realism, fantasy, the gothic, the folkloric, horror, crime, erotica, flash fiction, the speculative Whilst the stories in the anthology collectively offer an insightful picture of both the contemporary Caribbean and of the current status of the Caribbean short story as a form, the overall editorial aim has been to create a book that gives the reader a rich, varied and rewarding reading experience.",,jross1,2018,English,Peepal Tree Press,,,,Anthology,,n,https://www.amazon.com/Peepal-Contemporary-Caribbean-Short-Stories/dp/1845234103,#,#,,,,
jroumain,Jacques Roumain,Ebony Wood: Bois-D'ébène. Poems,N/A,,jroumain4,1972,French,Interworld Press,"New York, NY",United States,new_york_ny_united_states,Poetry Collection,,n,https://www.amazon.com/Ebony-wood-Bois-de%CC%81be%CC%80ne-Jacques-Roumain/dp/0912956003?ref_=ast_author_dp,#,#,45,,,
jroumain,Jacques Roumain,Masters Of The Dew,"This outstanding Haitian novel tells of Manuel's struggle to keep his little community from starvation during drought.The genre of the peasant novel in Haiti reaches back to the nineteenth century and this is one of the outstanding examples. Manuel returns to his native village after working on a sugar plantation in Cuba only to discover that it is stricken by a drought and divided by a family feud. He attacks the resignation endemic among his people by preaching the kind of political awareness and solidarity he has learned in Cuba. He goes on to illustrate his ideas in a tangible way by finding water and bringing it to the fields through the collective labor of the villagers. In this political fable, Roumain is careful to create an authentic environment and credible characters. Readers will be emotionally moved as well as ideologically persuaded.",,jroumain3,1947,English,Reynal & Hitchcock,"New York, NY",United States,new_york_ny_united_states,Fiction (Novel),,y,https://www.amazon.com/Masters-Dew-Novel-Haiti-Jacket/dp/B002M8LC2I?ref_=ast_author_dp,#,#,180,,,
jroumain,Jacques Roumain,Gouverneurs De La Rosée: Roman,"Après quinze années d'absence, Manuel revient à Fonds-Rouge, en Haïti. Le village est en proie à la sécheresse, les habitants vivent dans la pauvreté, les tensions sont quotidiennes. Manuel, qui a travaillé dans les plantations de canne à sucre à Cuba et qui connaît les techniques de l'irrigation, réussit à trouver une source. Après avoir partagé son secret avec Annaïse, il tente de persuader les villageois divisés de travailler ensemble pour faire circuler l'eau. Dans une ultime tentative de réconciliation, Manuel réussit à ramener la dignité humaine et la réconciliation à Fonds-Rouge.

Gouverneurs de la rosée, chef d'oeuvre de Jacques Roumain, traduit dans plus d'une vingtaine de langues, est le livre de la solidarité, de l'amour et de la vie.",,jroumain2,1944,French,Imprimerie de l'état,Paris,France,paris_france,Fiction (Novel),,n,https://www.amazon.com/Gouverneurs-ros%C3%A9e-French-Jacques-Roumain-ebook/dp/B07G3CTGMY?ref_=ast_author_dp,https://www.amazon.com/Gouverneurs-ros%C3%A9e-French-Jacques-Roumain-ebook/dp/B07G3CTGMY?ref_=ast_author_dp&asin=B07G3CTGMY&revisionId=f5cda3ff&format=3&depth=1,#,321,,,
jroumain,Jacques Roumain,La Montagne Ensorceleé,"Premier « roman paysan » de Jacques Roumain, publié plus d’une dizaine d’années avant Gouverneurs de la Rosée », La Montagne ensorcelée, met en scène une communauté rurale rongée par la misère et les superstitions.",,jroumain1,1931,French,Collection Indigène,Montpellier,France,montpellier_france,Fiction (Novel),,n,https://www.amazon.com/Montagne-ensorcel%C3%A9e-Classiques-dHa%C3%AFti-French-ebook/dp/B00XI0J6SG,https://www.amazon.com/Montagne-ensorcel%C3%A9e-Classiques-dHa%C3%AFti-French-ebook/dp/B00XI0J6SG?asin=B00XI0J6SG&revisionId=fceab425&format=3&depth=1,#,115,,,
jsalexis,Jacques Stephen Alexis,El Compadre General Sol,N/A,,jsalexis7,1974,Spanish,Casa de las Americas,Havana,Cuba,havana_cuba,Fiction (Novel),,y,#,#,#,448,,,
jsalexis,Jacques Stephen Alexis,General Slonce,N/A,,jsalexis3,1958,Polish,Czytelnik,Warszawa,Poland,warszawa_poland,Fiction (Novel),,y,#,#,#,423,,,
jsalexis,Jacques Stephen Alexis,Mi Compadre El General Sol,N/A,,jsalexis9,1987,Spanish,Editora Taller,Santo Domingo,Dominican Republic,santo_domingo_dominican_republic,Fiction (Novel),,y,#,#,#,296,,,
jsalexis,Jacques Stephen Alexis,Compère Général Soleil,N/A,,jsalexis1,1955,French,Gallimard,Paris,France,paris_france,Fiction (Novel),,n,#,#,#,364,,,
jsalexis,Jacques Stephen Alexis,Les Arbres Musiciens,N/A,,jsalexis2,1957,French,Gallimard,Paris,France,paris_france,Fiction (Novel),,n,#,#,#,400,,,
jsalexis,Jacques Stephen Alexis,L'Espace D'un Cillement,N/A,,jsalexis4,1959,French,Gallimard,Paris,France,paris_france,Fiction (Novel),,n,#,#,#,352,,,
jsalexis,Jacques Stephen Alexis,Romancero Aux Etoiles Contes,N/A,,jsalexis5,1960,French,Gallimard,Paris,France,paris_france,Fiction (Short Story Collection),,n,#,#,#,280,,,
jsalexis,Jacques Stephen Alexis,General Sonne: Roman Aus Haiti,N/A,,jsalexis8,1985,German,Lamuv Verlag,Bornheim,Germany,bornheim_germany,Fiction (Novel),,y,#,#,#,420,,,
jsalexis,Jacques Stephen Alexis,Generál Slunce,N/A,,jsalexis6,1963,Czech,SNKLU,Praha,Czech Republic,praha_czech_republic,Fiction (Novel),,y,#,#,#,294,,,
jsalexis,Jacques Stephen Alexis,"General Sun, My Brother",N/A,,jsalexis10,1999,English,University of Virginia Press,Virginia,United States,,Fiction (Novel),,y,#,#,#,299,,,
jsalexis,Jacques Stephen Alexis,L'étoile Absinthe: Suivi De Le Léopard,N/A,,jsalexis11,2017,French,Zulma,Paris,France,paris_france,Fiction (Novel),,n,#,#,#,160,,,
jkincaid,Jamaica Kincaid,"Annie, Gwen, Lilly, Pam And Tulip",N/A,,jkincaid6,1986,English,Alfred A. Knopf,"New York, NY",United States,new_york_ny_united_states,Fiction (Novel),,n,#,#,#,16,-74.00193101,40.71345748,
jkincaid,Jamaica Kincaid,In Fondo Al Fiume,N/A,,jkincaid31,2020,Italian,Adelphi Edizioni,Milano,Italy,milano_italy,Fiction (Novel),,y,#,#,#,61,,,
jkincaid,Jamaica Kincaid,Op De Bodem Van De Rivier,N/A,,jkincaid5,1986,Dutch,Agathon Press,Houten,Netherlands,houten_netherlands,Fiction (Novel),,y,#,#,#,77,,,
jkincaid,Jamaica Kincaid,Negen Bij Twaalf,N/A,,jkincaid12,1990,Dutch,Agathon Press,Houten,Netherlands,houten_netherlands,Fiction (Novel),,y,#,#,#,72,,,
jkincaid,Jamaica Kincaid,Party: A Mystery,N/A,,jkincaid30,2019,English,Black Sheep Press,"Brooklyn, NY",United States,brooklyn_ny_ny_united_states,Fiction (Novel),,n,#,#,#,32,,,
jkincaid,Jamaica Kincaid,Anna Delle Antille,N/A,,jkincaid9,1987,Italian,De Agostini S.p.A.,Novara,Italy,novara_italy,Fiction (Novel),,y,#,#,#,164,,,
jkincaid,Jamaica Kincaid,Nur Eine Kleine Insel,N/A,,jkincaid14,1990,German,Deutsche Verlags-Anstalt,Stuttgart,Germany,stuggart_germany,Fiction (Novel),,y,#,#,#,77,,,
jkincaid,Jamaica Kincaid,Mon Frère,N/A,,jkincaid21,2000,French,Éditions de l'Olivier,Paris,France,paris_fr_france,Nonfiction,,y,#,#,#,192,,,
jkincaid,Jamaica Kincaid,Au Fond De La Rivière,N/A,,jkincaid23,2001,French,Éditions de l'Olivier,Paris,France,paris_fr_france,Fiction (Novel),,y,#,#,#,150,,,
jkincaid,Jamaica Kincaid,Voyons Voir,N/A,,jkincaid28,2016,French,Éditions de l'Olivier,Paris,France,paris_fr_france,Fiction (Novel),,y,#,#,#,202,,,
jkincaid,Jamaica Kincaid,Autobiographie De Ma Mère,N/A,,jkincaid29,2016,French,Éditions de l'Olivier,Paris,France,paris_fr_france,Fiction (Novel),,y,#,#,#,190,,,
jkincaid,Jamaica Kincaid,At The Bottom Of The River,N/A,,jkincaid3,1983,English,"Farrar, Straus and Giroux","New York, NY",United States,new_york_ny_united_states,Fiction (Novel),,n,#,#,#,96,,,
jkincaid,Jamaica Kincaid,A Small Place,N/A,,jkincaid10,1988,English,"Farrar, Straus and Giroux","New York, NY",United States,new_york_ny_united_states,Biography,,n,#,#,#,81,,,
jkincaid,Jamaica Kincaid,The Autobiography Of My Mother,N/A,,jkincaid16,1994,English,"Farrar, Straus and Giroux","New York, NY",United States,new_york_ny_united_states,Fiction (Novel),,n,#,#,#,228,,,
jkincaid,Jamaica Kincaid,My Brother,N/A,,jkincaid17,1997,English,"Farrar, Straus and Giroux","New York, NY",United States,new_york_ny_united_states,Nonfiction,,n,#,#,#,197,,,
jkincaid,Jamaica Kincaid,My Favorite Plant: Writers and Gardeners On The Plants They Love,N/A,,jkincaid19,1998,English,"Farrar, Straus and Giroux","New York, NY",United States,new_york_ny_united_states,Anthology,,n,#,#,#,329,,,
jkincaid,Jamaica Kincaid,My Garden Book,N/A,,jkincaid20,1999,English,"Farrar, Straus and Giroux","New York, NY",United States,new_york_ny_united_states,Biography,,n,#,#,#,229,,,
jkincaid,Jamaica Kincaid,Talk Stories,N/A,,jkincaid22,2000,English,"Farrar, Straus and Giroux","New York, NY",United States,new_york_ny_united_states,Nonfiction,,n,#,#,#,247,,,
jkincaid,Jamaica Kincaid,Mr. Potter,N/A,,jkincaid24,2002,English,"Farrar, Straus and Giroux","New York, NY",United States,new_york_ny_united_states,Fiction (Novel),,n,#,#,#,213,,,
jkincaid,Jamaica Kincaid,See Now Then,N/A,,jkincaid26,2013,English,"Farrar, Straus and Giroux","New York, NY",United States,new_york_ny_united_states,Fiction (Novel),,n,#,#,#,191,,,
jkincaid,Jamaica Kincaid,Mister Potter,N/A,,jkincaid32,2021,German,Kampa Verlag,Zürich,Switzerland,zurich_switzerland,Fiction (Novel),,y,#,#,#,136,,,
jkincaid,Jamaica Kincaid,Katoava Paratiisi,N/A,,jkincaid7,1986,Finnish,Kirjayhtymä,Hki,Finland,hki_finland,Fiction (Novel),,y,#,#,#,133,,,
jkincaid,Jamaica Kincaid,At Last : In The Night: Two Short Stories,N/A,,jkincaid15,1990,English,Milkweed Press,"Northampton, MA",United States,northampton_ma_united¬†states,Fiction (Novel),,n,#,#,#,14,,,
jkincaid,Jamaica Kincaid,Among Flowers: A Walk In The Himalaya,N/A,,jkincaid25,2005,English,National Geographic,"Washington, DC",United States,washington_d.c_united¬†states,Nonfiction,,n,#,#,#,191,,,
jkincaid,Jamaica Kincaid,At The Bottom Of The Garden,N/A,,jkincaid2,1983,English,Pan Books,London,England,(london)_england,Fiction (Novel),,n,#,#,#,96,,,
jkincaid,Jamaica Kincaid,Lucy,N/A,,jkincaid13,1990,English,Plume,"New York, NY",United States,new_york_ny_united_states,Fiction (Novella),,n,#,#,#,163,,,
jkincaid,Jamaica Kincaid,På Flodens Botten,N/A,,jkincaid4,1985,Swedish,Stenström,Stockholm,Sweden,stockholm_sweden,Fiction (Novel),,y,#,#,#,114,,,
jkincaid,Jamaica Kincaid,Antigua & Barbuda: En Liten Ö,N/A,,jkincaid11,1988,Swedish,Stenström,Stockholm,Sweden,stockholm_sweden,Fiction (Novel),,y,#,#,#,71,,,
jkincaid,Jamaica Kincaid,Am Grunde Des Flusses,N/A,,jkincaid8,1986,German,Stuttgart Deutsche Verlags-Anstalt,Stuttgart,Germany,stuggart_germany,Fiction (Novel),,y,#,#,#,95,,,
jkincaid,Jamaica Kincaid,In History,N/A,,jkincaid18,1997,English,The Johns Hopkins University Press,"Baltimore, MD",United States,baltimore_md_united¬†states,Essay,,n,#,#,#,7,,,
jkincaid,Jamaica Kincaid,Annie John,N/A,,jkincaid1,1982,English,The New Yorker,"New York, NY",United States,new_york_ny_united_states,Fiction (Novel),,n,#,#,#,160,,,
jkincaid,Jamaica Kincaid,Lucy: Roman,N/A,,jkincaid27,2015,German,Unionsverlag,Zürich,Switzerland,zurich_switzerland,Fiction (Novella),,y,#,#,#,148,,,
jjdominique,Jan J Dominique,Wandering Memory,N/A,,jjdominique1,2021,English,University of Virginia Press,"Charlottesville, VA",United States,charlottesville_va_united¬†states,Fiction (Short Story Collection),,y,#,#,#,154,,,
jshinebourne,Janice Shinebourne,The Last English Plantation,N/A,,jshinebourne1,1988,English,Peepal Tree Press,Leeds,England,leeds_england,Fiction (Novel),,n,#,#,#,184,,,
jbernabé,Jean Bernabé,Le bailleur d'étincelle : roman,N/A,,jbernabé5,2006,French,Écriture,Paris,France,paris_france,Nonfiction,,n,#,#,#,367,,,
jbernabé,Jean Bernabé,Eloge De La Créolité,N/A,,jbernabé2,1989,French,Gallimard,Paris,France,paris_france,Nonfiction,,n,#,#,#,127,,,
jbernabé,Jean Bernabé,La fable créole,N/A,,jbernabé3,2001,French,Ibis rouge éd,Matoury,French Guiana,matoury_french_guiana,Fiction (Novel),,n,#,#,#,206,,,
jbernabé,Jean Bernabé,Précis de syntaxe créole,N/A,,jbernabé4,2003,French,Ibis rouge éd,Matoury,French Guiana,matoury_french_guiana,Nonfiction,,n,#,#,#,281,,,
jbernabé,Jean Bernabé,"Fondal-natal : grammaire basilectale approchée des créoles guadeloupéen et martiniquais : approche sociolittéraire, sociolinguistique et syntaxique",N/A,,jbernabé1,1983,French,L'Harmattan,Paris,France,paris_france,Nonfiction,,n,#,#,#,1559,,,
jbernabé,Jean Bernabé,Approche cognitive du créole martiniquais : ranboulzay 1 = révolution 1,N/A,,jbernabé6,2015,French,L'Harmattan,Paris,France,paris_fr_france,Nonfiction,,n,#,#,#,236,,,
jbreeze,Jean Breeze,On the edge of an island,N/A,,jbreeze2,1997,English,Bloodaxe Books,Hexham,England,hexham_england,Fiction (Novel),,n,#,#,#,93,,,
jbreeze,Jean Breeze,Third world girl : selected poems with live readings DVD,N/A,,jbreeze3,2011,English,Bloodaxe Books,Hexham,England,hexham_england,Poetry Collection,,n,#,#,#,192,,,
jbreeze,Jean Breeze,The verandah poems,N/A,,jbreeze4,2016,English,Bloodaxe Books,Hexham,England,hexham_england,Poetry Collection,,n,#,#,#,71,,,
jbreeze,Jean Breeze,Riddym Ravings and Other Poems,N/A,,jbreeze1,1988,English,Race Today Publications,London,England,london_england,Poetry Collection,,n,#,#,#,71,,,
jdcosta,Jean D'Costa,Escape To Last Man Peak,N/A,,jdcosta1,1975,English,Longman Inc.,Kingston,Jamaica,kingston_jamaica,Fiction (Novel),,n,#,#,#,176,,,
jdcosta,Jean D'Costa,Voice in the Wind,N/A,,jdcosta2,1978,English,Longman Inc.,London,England,london_united¬†kingdom,Fiction (Novel),,n,#,#,#,147,,,
jrhys,Jean Rhys,Il grande mare dei Sargassi,N/A,,jrhys46,1989,Italian,Adelphi,Milano,Italy,milano_italy,Fiction (Novel),,y,#,#,#,207,,,
jrhys,Jean Rhys,Tigers Are Better-Looking;: With A Selection From The Left Bank: Stories,N/A,,jrhys8,1968,English,Andre Deutsch Limited,London,England,(london)_england,Fiction (Short Story Collection),,n,#,#,#,236,,,
jrhys,Jean Rhys,"Goedemorgen, Middernacht",N/A,,jrhys19,1982,Dutch,Bert Bakker,Amsterdam,Netherlands,amsterdam_netherlands,Fiction (Novel),,y,#,#,#,153,,,
jrhys,Jean Rhys,Lasers (Look Inside),N/A,,jrhys17,1981,English,Blackwell Raintree,Oxford,England,oxford_england,Fiction (Novel),,n,#,#,#,48,,,
jrhys,Jean Rhys,"Left Bank, And Other Stories",N/A,,jrhys1,1927,English,Books for Libraries Press,"Freeport, NY",United States,freeport_ny_united¬†states,Fiction (Short Story Collection),,n,#,#,#,256,,,
jrhys,Jean Rhys,Ancho mar de los Sargazos,N/A,,jrhys21,1982,Spanish,Bruguera,Barcelona,Spain,barcelona_spain,Fiction (Novel),,y,#,#,#,191,,,
jrhys,Jean Rhys,"Que Usted La Duerma Bien, Señora",N/A,,jrhys39,1985,Spanish,Bruguera,Barcelona,Spain,barcelona_spain,Fiction (Short Story Collection),,y,#,#,#,173,,,
jrhys,Jean Rhys,Den Första Hustrun,N/A,,jrhys49,1989,Swedish,Btj,Stockholm,Sweden,stockholm_sweden,Fiction (Novel),,y,#,#,#,186,,,
jrhys,Jean Rhys,Geniş geniş bir deniz,N/A,,jrhys24,1982,Turkish,Can Yayinlari Ltd. Sti.,Istanbul,Turkey,istanbul_turkey,Fiction (Novel),,y,#,#,#,216,,,
jrhys,Jean Rhys,Dörtlü,N/A,,jrhys37,1985,Turkish,Can Yayinlari Ltd. Sti.,Istanbul,Turkey,istanbul_turkey,Fiction (Novel),,y,#,#,#,191,,,
jrhys,Jean Rhys,Ayriliktan Sonra,N/A,,jrhys38,1985,Turkish,Can Yayinlari Ltd. Sti.,Istanbul,Turkey,istanbul_turkey,Fiction (Novel),,y,#,#,#,158,,,
jrhys,Jean Rhys,Karanlıkta yolculuk,N/A,,jrhys48,1989,Turkish,Can Yayinlari Ltd. Sti.,Istanbul,Turkey,istanbul_turkey,Fiction (Novel),,y,#,#,#,165,,,
jrhys,Jean Rhys,Günaydın geceyarısı,N/A,,jrhys52,1990,Turkish,Can Yayinlari Ltd. Sti.,Istanbul,Turkey,istanbul_turkey,Fiction (Novel),,y,#,#,#,191,,,
jrhys,Jean Rhys,El Vasto Mar De Los Sargazos,N/A,,jrhys22,1982,Spanish,Casa de las Américas,Havana,Cuba,havana_cuba,Fiction (Novel),,y,#,#,#,172,,,
jrhys,Jean Rhys,Aphotou ephyge apo ton kyrio Makenzy,N/A,,jrhys25,1982,"Greek, Modern",Chatzenikole,Athena,Greece,athena_greece,Fiction (Novel),,y,#,#,#,134,,,
jrhys,Jean Rhys,L'Ampla mar dels Sargassos,N/A,,jrhys43,1987,Spanish,Columna,Barcelona,Spain,barcelona_spain,Fiction (Novel),,y,#,#,#,155,,,
jrhys,Jean Rhys,"Bonjour, Minuit",N/A,,jrhys41,1987,French,Éditions Denoël,Paris,France,paris_fr_france,Fiction (Novel),,y,#,#,#,223,,,
jrhys,Jean Rhys,Los tigres son más hermosos,N/A,,jrhys29,1983,Spanish,Editorial Anagrama,Barcelona,Spain,barcelona_spain,Fiction (Short Story Collection),,y,#,#,#,141,,,
jrhys,Jean Rhys,Taxidi Sto Skotadi,N/A,,jrhys50,1989,"Greek, Modern",Ekdoseis Astartē,Athena,Greece,athena_greece,Fiction (Novel),,y,#,#,#,155,,,
jrhys,Jean Rhys,"Sonríe, por favor : una autobiografía inconclusa",N/A,,jrhys47,1989,Spanish,Fondo de Cultura Economica,Mexico City,Mexico,mexico_city_mexico,Autobiography/ Memoir,,y,#,#,#,190,,,
jrhys,Jean Rhys,Sargassomeer,N/A,,jrhys26,1982,German,Frankfurt Fischer-Taschenbuch-Verlag,Berlin,Germany,berlin_verl_germany,Fiction (Novel),,y,#,#,#,134,,,
jrhys,Jean Rhys,Hē platia thalassa tōn Sargassōn,N/A,,jrhys42,1987,Greek,Gnose,Athens,Greece,athens_greece,Fiction (Novel),,y,#,#,#,192,,,
jrhys,Jean Rhys,カルテット / (Karutetto),N/A,,jrhys44,1988,Japanese,Hayakawa Publishing (早川書房),Tokyo,Japan,tokyo_japan,Fiction (Novel),,y,#,#,#,233,,,
jrhys,Jean Rhys,Tales Of The Wide Caribbean,N/A,,jrhys33,1985,English,Heinemann,London,England,(london)_england,Fiction (Short Story Collection),,n,#,#,#,180,,,
jrhys,Jean Rhys,After Leaving Mr. Mackenzie,N/A,,jrhys4,1930,English,Isis Large Print,Oxford,England,oxford_england,Fiction (Novel),,n,#,#,#,184,,,
jrhys,Jean Rhys,Viaje en la oscuridad,N/A,,jrhys15,1981,Spanish,J. Vergara Editor,Buenos Aires,Argentina,buenos_aires_argentina,Fiction (Novel),,y,#,#,#,183,,,
jrhys,Jean Rhys,"Buenos días, medianoche",N/A,,jrhys16,1981,Spanish,J. Vergara Editor,Buenos Aires,Argentina,buenos_aires_argentina,Fiction (Novel),,y,#,#,#,194,,,
jrhys,Jean Rhys,Cuarteto,N/A,,jrhys28,1983,Spanish,J. Vergara Editor,Buenos Aires,Argentina,buenos_aires_argentina,Fiction (Novel),,y,#,#,#,212,,,
jrhys,Jean Rhys,Ein Abend In Der Stadt: Erzählungen,N/A,,jrhys51,1990,German,Kiepenheuer & Witsch,Köln,Germany,koln_germany,Fiction (Short Story Collection),,y,#,#,#,265,,,
jrhys,Jean Rhys,"Ci dorma sopra, Signora",N/A,,jrhys23,1982,Italian,La Tartaruga,Milano,Italy,milano_italy,Fiction (Short Story Collection),,y,#,#,#,142,,,
jrhys,Jean Rhys,Quatuor,N/A,,jrhys18,1981,French,Loisirs,Paris,France,paris_fr_france,Fiction (Novel),,y,#,#,#,222,,,
jrhys,Jean Rhys,The Left Bank & Other Stories,N/A,,jrhys2,1927,French,Mercure de France,Paris,France,paris_fr_france,Fiction (Short Story Collection),,y,#,#,#,256,,,
jrhys,Jean Rhys,여자가이별을말할때 (Yoja Ka Ibyol Ul Mal Halttae),N/A,,jrhys30,1983,Korean,Munjisa,Seoul,South Korea,seoul_south_korea,Fiction (Novel),,y,#,#,#,210,,,
jrhys,Jean Rhys,Después de dejar al señor Mackenzie,N/A,,jrhys27,1983,Spanish,Noguer,Barcelona,Spain,barcelona_spain,Fiction (Novel),,y,#,#,#,226,,,
jrhys,Jean Rhys,Quartet,N/A,,jrhys3,1928,English,Penguin Books,London,England,(london)_england,Fiction (Novel),,n,#,#,#,163,,,
jrhys,Jean Rhys,Voyage In The Dark,N/A,,jrhys5,1934,English,Penguin Books,London,England,(london)_england,Fiction (Novel),,n,#,#,#,192,,,
jrhys,Jean Rhys,"Good Morning, Midnight",N/A,,jrhys6,1939,English,Penguin Books,London,England,(london)_england,Fiction (Novel),,n,#,#,#,192,,,
jrhys,Jean Rhys,Sleep It Off Lady: Stories,N/A,,jrhys10,1976,English,Penguin Books,London,England,(london)_england,Fiction (Short Story Collection),,n,#,#,#,175,,,
jrhys,Jean Rhys,Smile Please: An Unfinished Autobiography,N/A,,jrhys12,1979,English,Penguin Books,London,England,(london)_england,Autobiography/ Memoir,,n,#,#,#,157,,,
jrhys,Jean Rhys,Cang Hai Mang Mang,N/A,,jrhys40,1986,Chinese,People's Literature Publishing House,Beijing,China,beijing_china,Fiction (Novel),,y,#,#,#,193,,,
jrhys,Jean Rhys,Lächeln bitte! Unvollendete Erinnerungen,N/A,,jrhys20,1982,German,Rogner und Bernhard,München,Germany,munchen_germany,Autobiography/ Memoir,,y,#,#,#,237,,,
jrhys,Jean Rhys,Quartett Roman,N/A,,jrhys34,1985,German,Rogner und Bernhard,München,Germany,munchen_germany,Fiction (Novel),,y,#,#,#,450,,,
jrhys,Jean Rhys,Irrfahrt Im Dunkel,N/A,,jrhys35,1985,German,Rogner und Bernhard,München,Germany,munchen_germany,Fiction (Novel),,y,#,#,#,438,,,
jrhys,Jean Rhys,"Adieu Marcus, Adieu Rose Erzählungen",N/A,,jrhys36,1985,German,Rogner und Bernhard,München,Germany,munchen_germany,Fiction (Short Story Collection),,y,#,#,#,559,,,
jrhys,Jean Rhys,Efter Bruddet,N/A,,jrhys13,1981,Danish,Tiderne Skifter,Copenhagen,Denmark,copenhagen_denmark,Fiction (Novel),,y,#,#,#,171,,,
jrhys,Jean Rhys,Nach der Trennung von Mr. Mackenzie,N/A,,jrhys31,1984,German,Ullstein,Frankfurt,Germany,frankfurt_ge_germany,Fiction (Novel),,y,#,#,#,222,,,
jrhys,Jean Rhys,Marea Sargasselor,N/A,,jrhys45,1988,Romanian,Univers,Bucuresti,Romania,bucuresti_romania,Fiction (Novel),,y,#,#,#,203,,,
jrhys,Jean Rhys,The Letters Of Jean Rhys,N/A,,jrhys32,1984,English,Viking Press,"New York, NY",United States,new_york_ny_united_states,Biography,,n,#,#,#,315,,,
jrhys,Jean Rhys,Wide Sargasso Sea,N/A,,jrhys7,1966,English,W. W. Norton & Company,"New York, NY",United States,new_york_ny_united_states,Fiction (Novel),,n,#,#,#,196,,,
jrhys,Jean Rhys,The Collected Short Stories,N/A,,jrhys9,1976,English,W. W. Norton & Company,"New York, NY",United States,new_york_ny_united_states,Fiction (Short Story Collection),,n,#,#,#,403,,,
jrhys,Jean Rhys,The Complete Novels,N/A,,jrhys11,1976,English,W. W. Norton & Company,"New York, NY",United States,new_york_ny_united_states,Fiction (Novel),,n,#,#,#,574,,,
jrhys,Jean Rhys,Yam Sargaso ha-raḥav,N/A,,jrhys14,1981,Hebrew,"Zemorah, Bitan, Modan",Tel Aviv,Israel,tel_aviv_israel,Fiction (Novel),,y,#,#,#,164,,,
jwheatley,Jennie Wheatley,Along The Road,N/A,,jwheatley3,2009,English,Createspace Independent Pub,"Scotts Valley, CA",United States,scotts_valley_ca_united_states,Nonfiction,,n,#,#,#,148,,,
jwheatley,Jennie Wheatley,Boysie And The Genips: And Other Stories,N/A,,jwheatley1,1984,English,UNESCO,Kingston,Jamaica,kingston_jamaica,Fiction (Novel),,n,#,#,#,32,,,
jwheatley,Jennie Wheatley,Pass It On!: A Treasury Of Virgin Island Tales,N/A,,jwheatley2,1991,English,W S T D Publishing,"Boston, MA",United States,boston_ma_united¬†states,Fiction (Novel),,n,#,#,#,87,,,
jbent,Jennifer Bent,The Green Banana Hunt,N/A,,jbent1,1992,English,Deutsch,"Tulsa, OK",United States,tulsa_ok_united¬†states,Fiction (Novel),,n,#,#,#,31,,,
jbent,Jennifer Bent,How Anansi Captured the Tiger Stories,N/A,,jbent2,1996,English,Dutton,London,England,(london)_england,Fiction (Novel),,n,#,#,#,32,,,
jksoverall,Jivan Kaur Soverall,Shadow Stories: West Indian Folktales. Volume 1,N/A,,jksoverall1,2013,English,Jivan Kaur Soverall,"South Ozone Park, NY",United States,south_ozone_park_ny_united¬†states,Fiction (Short Story Collection),,n,#,#,#,262,,,
jjfigueroa,John J Figueroa,"Society, Schools and Progress in the West Indies: The Commonwealth and International Library: Education and Educational Research (C.I.L.)",N/A,,jjfigueroa4,1971,English,Elsevier Science & Technology,Amsterdam,Netherlands,amsterdam_netherlands,Nonfiction Book,,n,#,#,#,208,,,
jjfigueroa,John J Figueroa,Caribbean Voices: Dreams and Visions v. 1,N/A,,jjfigueroa3,1966,English,Evans Brothers Ltd,London,England,(london)_england,,,n,#,#,#,136,,,
jjfigueroa,John J Figueroa,"Editor, An Anthology of African and Caribbean Writing in English",N/A,,jjfigueroa7,1982,English,Heinemann Educational Books,"Portsmouth, NH",United States,portsmouth_nh_united¬†states,Anthology,,n,#,#,#,297,,,
jjfigueroa,John J Figueroa,West Indies in England: The Great Post-war Tours,N/A,,jjfigueroa9,1991,English,Kingswood,"Portsmouth, NH",England,portsmouth_nh_united¬†states,Nonfiction Book,,n,#,#,#,,,,
jjfigueroa,John J Figueroa,The Chase: A Collection of Poems 1941–1989,N/A,,jjfigueroa8,1991,English,Peepal Tree Press,Leeds,England,leeds_ldn_england,Poetry Collection,,n,#,#,#,152,,,
